prize_id,award_year,award_date,category,amount,amount_adjusted,motivation
1,1901,1901-11-12,Chemistry,150782,9704878,in recognition of the extraordinary services he has rendered by the discovery of the laws of chemical dynamics and osmotic pressure in solutions
2,1901,1901-11-14,Literature,150782,9704878,"in special recognition of his poetic composition, which gives evidence of lofty idealism, artistic perfection and a rare combination of the qualities of both heart and intellect"
3,1901,1901-12-10,Peace,150782,9704878,"for his lifelong work for international peace conferences, diplomacy and arbitration"
4,1901,1901-11-12,Physics,150782,9704878,in recognition of the extraordinary services he has rendered by the discovery of the remarkable rays subsequently named after him
5,1901,1901-10-30,Physiology or Medicine,150782,9704878,"for his work on serum therapy, especially its application against diphtheria, by which he has opened a new road in the domain of medical science and thereby placed in the hands of the physician a victorious weapon against illness and deaths"
6,1902,1902-11-11,Chemistry,141847,9129789,in recognition of the extraordinary services he has rendered by his work on sugar and purine syntheses
7,1902,1902-11-13,Literature,141847,9129789,"the greatest living master of the art of historical writing, with special reference to his monumental work, <I>A history of Rome</I>"
8,1902,1902-12-10,Peace,141847,9129789,for his eminently practical administration of the Inter-Parliamentary Union
9,1902,1902-11-11,Physics,141847,9129789,in recognition of the extraordinary service they rendered by their researches into the influence of magnetism upon radiation phenomena
10,1902,1902-10-30,Physiology or Medicine,141847,9129789,"for his work on malaria, by which he has shown how it enters the organism and thereby has laid the foundation for successful research on this disease and methods of combating it"
11,1903,1903-11-12,Chemistry,141358,8830717,in recognition of the extraordinary services he has rendered to the advancement of chemistry by his electrolytic theory of dissociation
12,1903,1903-11-19,Literature,141358,8830717,"as a tribute to his noble, magnificent and versatile poetry, which has always been distinguished by both the freshness of its inspiration and the rare purity of its spirit"
13,1903,1903-12-10,Peace,141358,8830717,for his longstanding and devoted effort in favour of the ideas of peace and arbitration
14,1903,1903-11-12,Physics,141358,8830717,in recognition of the extraordinary services he has rendered by his discovery of spontaneous radioactivity
15,1903,1903-10-15,Physiology or Medicine,141358,8830717,"in recognition of his contribution to the treatment of diseases, especially lupus vulgaris, with concentrated light radiation, whereby he has opened a new avenue for medical science"
16,1904,1904-11-08,Chemistry,140859,8799545,"in recognition of his services in the discovery of the inert gaseous elements in air, and his determination of their place in the periodic system"
17,1904,1904-11-17,Literature,140859,8799545,"in recognition of the fresh originality and true inspiration of his poetic production, which faithfully reflects the natural scenery and native spirit of his people, and, in addition, his significant work as a Proven&ccedil;al philologist"
18,1904,1904-12-10,Peace,140859,8799545,for its striving in public law to develop peaceful ties between nations and to make the laws of war more humane
19,1904,1904-11-08,Physics,140859,8799545,for his investigations of the densities of the most important gases and for his discovery of argon in connection with these studies
20,1904,1904-10-20,Physiology or Medicine,140859,8799545,"in recognition of his work on the physiology of digestion, through which knowledge on vital aspects of the subject has been transformed and enlarged"
21,1905,1905-11-09,Chemistry,138089,8626501,"in recognition of his services in the advancement of organic chemistry and the chemical industry, through his work on organic dyes and hydroaromatic compounds"
22,1905,1905-11-09,Literature,138089,8626501,because of his outstanding merits as an epic writer
23,1905,1905-12-10,Peace,138089,8626501,for her audacity to oppose the horrors of war
24,1905,1905-11-09,Physics,138089,8626501,for his work on cathode rays
25,1905,1905-10-12,Physiology or Medicine,138089,8626501,for his investigations and discoveries in relation to tuberculosis
26,1906,1906-11-12,Chemistry,138536,8407156,"in recognition of the great services rendered by him in his investigation and isolation of the element fluorine, and for the adoption in the service of science of the electric furnace called after him"
27,1906,1906-11-08,Literature,138536,8407156,"not only in consideration of his deep learning and critical research, but above all as a tribute to the creative energy, freshness of style, and lyrical force which characterize his poetic masterpieces"
28,1906,1906-12-10,Peace,138536,8407156,"for his role in bringing to an end the bloody war recently waged between two of the world's great powers, Japan and Russia"
29,1906,1906-11-12,Physics,138536,8407156,in recognition of the great merits of his theoretical and experimental investigations on the conduction of electricity by gases
30,1906,1906-10-25,Physiology or Medicine,138536,8407156,in recognition of their work on the structure of the nervous system
31,1907,1907-11-12,Chemistry,138796,7967641,for his biochemical researches and his discovery of cell-free fermentation
32,1907,1907-11-07,Literature,138796,7967641,"in consideration of the power of observation, originality of imagination, virility of ideas and remarkable talent for narration which characterize the creations of this world-famous author"
33,1907,1907-12-10,Peace,138796,7967641,"for his work in the press and in peace meetings, both public and private, for an understanding between France and Italy"
34,1907,1907-11-12,Physics,138796,7967641,for his optical precision instruments and the spectroscopic and metrological investigations carried out with their aid
35,1907,1907-10-31,Physiology or Medicine,138796,7967641,in recognition of his work on the role played by protozoa in causing diseases
36,1908,1908-11-10,Chemistry,139800,8025276,"for his investigations into the disintegration of the elements, and the chemistry of radioactive substances"
37,1908,1908-11-12,Literature,139800,8025276,"in recognition of his earnest search for truth, his penetrating power of thought, his wide range of vision, and the warmth and strength in presentation with which in his numerous works he has vindicated and developed an idealistic philosophy of life"
38,1908,1908-12-10,Peace,139800,8025276,"for their long time work for the cause of peace as politicians, peace society leaders, orators and authors"
39,1908,1908-11-10,Physics,139800,8025276,for his method of reproducing colours photographically based on the phenomenon of interference
40,1908,1908-10-29,Physiology or Medicine,139800,8025276,in recognition of their work on immunity
41,1909,1909-11-09,Chemistry,139800,8025276,in recognition of his work on catalysis and for his investigations into the fundamental principles governing chemical equilibria and rates of reaction
42,1909,1909-11-11,Literature,139800,8025276,"in appreciation of the lofty idealism, vivid imagination and spiritual perception that characterize her writings"
43,1909,1909-12-10,Peace,139800,8025276,for their prominent position in the international movement for peace and arbitration
44,1909,1909-11-09,Physics,139800,8025276,in recognition of their contributions to the development of wireless telegraphy
45,1909,1909-10-28,Physiology or Medicine,139800,8025276,"for his work on the physiology, pathology and surgery of the thyroid gland"
46,1910,1910-11-12,Chemistry,140703,8077113,in recognition of his services to organic chemistry and the chemical industry by his pioneer work in the field of alicyclic compounds
47,1910,1910-11-10,Literature,140703,8077113,"as a tribute to the consummate artistry, permeated with idealism, which he has demonstrated during his long productive career as a lyric poet, dramatist, novelist and writer of world-renowned short stories"
48,1910,1910-12-10,Peace,140703,8077113,"for acting as a link between the peace societies of the various countries, and helping them to organize the world rallies of the international peace movement"
49,1910,1910-11-05,Physics,140703,8077113,for his work on the equation of state for gases and liquids
50,1910,1910-10-20,Physiology or Medicine,140703,8077113,"in recognition of the contributions to our knowledge of cell chemistry made through his work on proteins, including the nucleic substances"
51,1911,1911-11-07,Chemistry,140695,8301005,"in recognition of her services to the advancement of chemistry by the discovery of the elements radium and polonium, by the isolation of radium and the study of the nature and compounds of this remarkable element"
52,1911,1911-11-09,Literature,140695,8301005,"in appreciation of his many-sided literary activities, and especially of his dramatic works, which are distinguished by a wealth of imagination and by a poetic fancy, which reveals, sometimes in the guise of a fairy tale, a deep inspiration, while in a mysterious way they appeal to the readers' own feelings and stimulate their imaginations"
53,1911,1911-12-10,Peace,140695,8301005,"for his effort to expose and fight what he considers to be the main cause of war, namely, the anarchy in international relations"
54,1911,1911-11-07,Physics,140695,8301005,for his discoveries regarding the laws governing the radiation of heat
55,1911,1911-10-19,Physiology or Medicine,140695,8301005,for his work on the dioptrics of the eye
56,1912,1912-11-12,Chemistry,140476,7650539,for his method of hydrogenating organic compounds in the presence of finely disintegrated metals whereby the progress of organic chemistry has been greatly advanced in recent years
57,1912,1912-11-14,Literature,140476,7650539,"primarily in recognition of his fruitful, varied and outstanding production in the realm of dramatic art"
58,1912,1913-12-10,Peace,140476,7650539,for bringing about better understanding between the countries of North and South America and initiating important arbitration agreements between the United States and other countries
59,1912,1912-11-12,Physics,140476,7650539,for his invention of automatic regulators for use in conjunction with gas accumulators for illuminating lighthouses and buoys
60,1912,1912-10-10,Physiology or Medicine,140476,7650539,in recognition of his work on vascular suture and the transplantation of blood vessels and organs
61,1913,1913-11-11,Chemistry,143010,7788545,in recognition of his work on the linkage of atoms in molecules by which he has thrown new light on earlier investigations and opened up new fields of research especially in inorganic chemistry
62,1913,1913-11-13,Literature,143010,7788545,"because of his profoundly sensitive, fresh and beautiful verse, by which, with consummate skill, he has made his poetic thought, expressed in his own English words, a part of the literature of the West"
63,1913,1913-12-10,Peace,143010,7788545,for his unparalleled contribution to the organization of peaceful internationalism
64,1913,1913-11-11,Physics,143010,7788545,"for his investigations on the properties of matter at low temperatures which led, inter alia, to the production of liquid helium"
65,1913,1913-10-30,Physiology or Medicine,143010,7788545,in recognition of his work on anaphylaxis
66,1914,1915-11-11,Chemistry,146900,8000400,in recognition of his accurate determinations of the atomic weight of a large number of chemical elements
69,1914,1915-11-11,Physics,146900,8000400,for his discovery of the diffraction of X-rays by crystals
70,1914,1915-10-29,Physiology or Medicine,146900,8000400,for his work on the physiology and pathology of the vestibular apparatus
71,1915,1915-11-11,Chemistry,149223,7043326,"for his researches on plant pigments, especially chlorophyll"
72,1915,1916-11-09,Literature,149223,7043326,as a tribute to the lofty idealism of his literary production and to the sympathy and love of truth with which he has described different types of human beings
74,1915,1915-11-12,Physics,149223,7043326,for their services in the analysis of crystal structure by means of X-rays
77,1916,1916-11-09,Literature,131793,5488791,in recognition of his significance as the leading representative of a new era in our literature
82,1917,1917-11-08,Literature,133823,4441251,for his authentic descriptions of present-day life in Denmark
83,1917,1917-12-10,Peace,133823,4441251,for the efforts to take care of wounded soldiers and prisoners of war and their families
84,1917,1918-11-12,Physics,133823,4441251,for his discovery of the characteristic R&ouml;ntgen radiation of the elements
86,1918,1919-11-13,Chemistry,138198,3225632,for the synthesis of ammonia from its elements
89,1918,1919-11-13,Physics,138198,3225632,in recognition of the services he rendered to the advancement of Physics by his discovery of energy quanta
92,1919,1920-11-11,Literature,133127,2692969,"in special appreciation of his epic, <I>Olympian Spring</I>"
93,1919,1920-12-10,Peace,133127,2692969,for his role as founder of the League of Nations
94,1919,1919-11-13,Physics,133127,2692969,for his discovery of the Doppler effect in canal rays and the splitting of spectral lines in electric fields
95,1919,1920-10-28,Physiology or Medicine,133127,2692969,for his discoveries relating to immunity
96,1920,1921-11-10,Chemistry,134100,2712651,in recognition of his work in thermochemistry
97,1920,1920-11-11,Literature,134100,2712651,"for his monumental work, <I>Growth of the Soil</I>"
98,1920,1920-12-10,Peace,134100,2712651,for his longstanding contribution to the cause of peace and justice and his prominent role in the establishment of the League of Nations
99,1920,1920-11-11,Physics,134100,2712651,in recognition of the service he has rendered to precision measurements in Physics by his discovery of anomalies in nickel steel alloys
100,1920,1920-10-28,Physiology or Medicine,134100,2712651,for his discovery of the capillary motor regulating mechanism
101,1921,1922-11-09,Chemistry,121573,2869123,"for his contributions to our knowledge of the chemistry of radioactive substances, and his investigations into the origin and nature of isotopes"
102,1921,1921-11-10,Literature,121573,2869123,"in recognition of his brilliant literary achievements, characterized as they are by a nobility of style, a profound human sympathy, grace, and a true Gallic temperament"
103,1921,1921-12-10,Peace,121573,2869123,for their lifelong contributions to the cause of peace and organized internationalism
104,1921,1922-11-09,Physics,121573,2869123,"for his services to Theoretical Physics, and especially for his discovery of the law of the photoelectric effect"
106,1922,1922-11-09,Chemistry,122483,3563752,"for his discovery, by means of his mass spectrograph, of isotopes, in a large number of non-radioactive elements, and for his enunciation of the whole-number rule"
107,1922,1922-11-09,Literature,122483,3563752,for the happy manner in which he has continued the illustrious traditions of the Spanish drama
108,1922,1922-12-10,Peace,122483,3563752,"for his leading role in the repatriation of prisoners of war, in international relief work and as the League of Nations' High Commissioner for refugees"
109,1922,1922-11-09,Physics,122483,3563752,for his services in the investigation of the structure of atoms and of the radiation emanating from them
110,1922,1922-10-25,Physiology or Medicine,122483,3563752,for his discovery relating to the production of heat in the muscle
111,1923,1923-11-13,Chemistry,114935,3590029,for his invention of the method of micro-analysis of organic substances
112,1923,1923-11-14,Literature,114935,3590029,"for his always inspired poetry, which in a highly artistic form gives expression to the spirit of a whole nation"
114,1923,1923-11-13,Physics,114935,3590029,for his work on the elementary charge of electricity and on the photoelectric effect
115,1923,1923-10-25,Physiology or Medicine,114935,3590029,for the discovery of insulin
117,1924,1924-11-13,Literature,116719,3645752,"for his great national epic, <I>The Peasants</I>"
119,1924,1925-11-12,Physics,116719,3645752,for his discoveries and research in the field of X-ray spectroscopy
120,1924,1924-10-23,Physiology or Medicine,116719,3645752,for his discovery of the mechanism of the electrocardiogram
121,1925,1926-11-11,Chemistry,118165,3637427,"for his demonstration of the heterogenous nature of colloid solutions and for the methods he used, which have since become fundamental in modern colloid chemistry"
122,1925,1926-11-11,Literature,118165,3637427,"for his work which is marked by both idealism and humanity, its stimulating satire often being infused with a singular poetic beauty"
123,1925,1926-12-10,Peace,118165,3637427,for his crucial role in bringing about the Dawes Plan
124,1925,1926-11-11,Physics,118165,3637427,for their discovery of the laws governing the impact of an electron upon an atom
126,1926,1926-11-11,Chemistry,116960,3707807,for his work on disperse systems
127,1926,1927-11-10,Literature,116960,3707807,for her idealistically inspired writings which with plastic clarity picture the life on her native island and with depth and sympathy deal with human problems in general
128,1926,1926-12-10,Peace,116960,3707807,for their crucial role in bringing about the Locarno Treaty
129,1926,1926-11-11,Physics,116960,3707807,"for his work on the discontinuous structure of matter, and especially for his discovery of sedimentation equilibrium"
130,1926,1927-10-27,Physiology or Medicine,116960,3707807,for his discovery of the Spiroptera carcinoma
131,1927,1928-11-13,Chemistry,126501,4071032,for his investigations of the constitution of the bile acids and related substances
132,1927,1928-11-13,Literature,126501,4071032,in recognition of his rich and vitalizing ideas and the brilliant skill with which they have been presented
133,1927,1927-12-10,Peace,126501,4071032,for their contribution to the emergence in France and Germany of a public opinion which favours peaceful international cooperation
134,1927,1927-11-10,Physics,126501,4071032,for his discovery of the effect named after him
135,1927,1927-10-27,Physiology or Medicine,126501,4071032,for his discovery of the therapeutic value of malaria inoculation in the treatment of dementia paralytica
136,1928,1928-11-13,Chemistry,156939,5050582,for the services rendered through his research into the constitution of the sterols and their connection with the vitamins
137,1928,1928-11-13,Literature,156939,5050582,principally for her powerful descriptions of Northern life during the Middle Ages
139,1928,1929-11-12,Physics,156939,5050582,for his work on the thermionic phenomenon and especially for the discovery of the law named after him
140,1928,1928-10-25,Physiology or Medicine,156939,5050582,for his work on typhus
141,1929,1929-11-12,Chemistry,172760,5559731,for their investigations on the fermentation of sugar and fermentative enzymes
142,1929,1929-11-12,Literature,172760,5559731,"principally for his great novel, <I>Buddenbrooks</I>, which has won steadily increased recognition as one of the classic works of contemporary literature"
143,1929,1930-12-10,Peace,172760,5559731,for his crucial role in bringing about the Briand-Kellogg Pact
144,1929,1929-11-12,Physics,172760,5559731,for his discovery of the wave nature of electrons
145,1929,1929-10-31,Physiology or Medicine,172760,5559731,for his discovery of the antineuritic vitamin
146,1930,1930-11-13,Chemistry,172947,5739679,for his researches into the constitution of haemin and chlorophyll and especially for his synthesis of haemin
147,1930,1930-11-05,Literature,172947,5739679,"for his vigorous and graphic art of description and his ability to create, with wit and humour, new types of characters"
148,1930,1930-12-10,Peace,172947,5739679,for promoting Christian unity and helping create 'that new attitude of mind which is necessary if peace between nations is to become reality'
149,1930,1930-11-13,Physics,172947,5739679,for his work on the scattering of light and for the discovery of the effect named after him
150,1930,1930-10-30,Physiology or Medicine,172947,5739679,for his discovery of human blood groups
151,1931,1931-11-12,Chemistry,173206,5933702,in recognition of their contributions to the invention and development of chemical high pressure methods
152,1931,1931-11-08,Literature,173206,5933702,The poetry of Erik Axel Karlfeldt
153,1931,1931-12-10,Peace,173206,5933702,for their assiduous effort to revive the ideal of peace and to rekindle the spirit of peace in their own nation and in the whole of mankind
155,1931,1931-10-29,Physiology or Medicine,173206,5933702,for his discovery of the nature and mode of action of the respiratory enzyme
156,1932,1932-11-10,Chemistry,171753,5980383,for his discoveries and investigations in surface chemistry
157,1932,1932-11-10,Literature,171753,5980383,for his distinguished art of narration which takes its highest form in <I>The Forsyte Saga</I>
159,1932,1933-11-09,Physics,171753,5980383,"for the creation of quantum mechanics, the application of which has, inter alia, led to the discovery of the allotropic forms of hydrogen"
160,1932,1932-10-27,Physiology or Medicine,171753,5980383,for their discoveries regarding the functions of neurons
162,1933,1933-11-09,Literature,170332,6131952,for the strict artistry with which he has carried on the classical Russian traditions in prose writing
163,1933,1934-12-10,Peace,170332,6131952,for having exposed by his pen the illusion of war and presented a convincing plea for international cooperation and peace
164,1933,1933-11-09,Physics,170332,6131952,for the discovery of new productive forms of atomic theory
165,1933,1933-10-20,Physiology or Medicine,170332,6131952,for his discoveries concerning the role played by the chromosome in heredity
166,1934,1934-11-15,Chemistry,162608,5853888,for his discovery of heavy hydrogen
167,1934,1934-11-08,Literature,162608,5853888,for his bold and ingenious revival of dramatic and scenic art
168,1934,1934-12-10,Peace,162608,5853888,for his untiring struggle and his courageous efforts as Chairman of the League of Nations Disarmament Conference 1931-34
170,1934,1934-10-25,Physiology or Medicine,162608,5853888,for their discoveries concerning liver therapy in cases of anaemia
171,1935,1935-11-14,Chemistry,159917,5661062,in recognition of their synthesis of new radioactive elements
173,1935,1936-11-24,Peace,159917,5661062,for his burning love for freedom of thought and expression and his valuable contribution to the cause of peace
174,1935,1935-11-14,Physics,159917,5661062,for the discovery of the neutron
175,1935,1935-10-24,Physiology or Medicine,159917,5661062,for his discovery of the organizer effect in embryonic development
176,1936,1936-11-12,Chemistry,159850,5565925,for his contributions to our knowledge of molecular structure through his investigations on dipole moments and on the diffraction of X-rays and electrons in gases
177,1936,1936-11-12,Literature,159850,5565925,"for the power, honesty and deep-felt emotions of his dramatic works, which embody an original concept of tragedy"
178,1936,1936-11-24,Peace,159850,5565925,"for his role as father of the Argentine Antiwar Pact of 1933, which he also used as a means to mediate peace between Paraguay and Bolivia in 1935"
179,1936,1936-11-12,Physics,159850,5565925,for his discovery of the positron
180,1936,1936-10-29,Physiology or Medicine,159850,5565925,for their discoveries relating to chemical transmission of nerve impulses
181,1937,1937-11-11,Chemistry,158463,5342467,for his investigations on carbohydrates and vitamin C
182,1937,1937-11-11,Literature,158463,5342467,for the artistic power and truth with which he has depicted human conflict as well as some fundamental aspects of contemporary life in his novel-cycle <I>Les Thibault</I>
183,1937,1937-11-18,Peace,158463,5342467,"for his tireless effort in support of the League of Nations, disarmament and peace"
184,1937,1937-11-11,Physics,158463,5342467,for their experimental discovery of the diffraction of electrons by crystals
185,1937,1937-10-28,Physiology or Medicine,158463,5342467,"for his discoveries in connection with the biological combustion processes, with special reference to vitamin C and the catalysis of fumaric acid"
186,1938,1939-11-09,Chemistry,155077,5146618,for his work on carotenoids and vitamins
187,1938,1938-11-10,Literature,155077,5146618,for her rich and truly epic descriptions of peasant life in China and for her biographical masterpieces
188,1938,1938-11-17,Peace,155077,5146618,for having carried on the work of Fridtjof Nansen to the benefit of refugees across Europe
189,1938,1938-11-10,Physics,155077,5146618,"for his demonstrations of the existence of new radioactive elements produced by neutron irradiation, and for his related discovery of nuclear reactions brought about by slow neutrons"
190,1938,1939-10-26,Physiology or Medicine,155077,5146618,for the discovery of the role played by the sinus and aortic mechanisms in the regulation of respiration
191,1939,1939-11-09,Chemistry,148822,4789363,for his work on sex hormones
192,1939,1939-11-10,Literature,148822,4789363,for his deep understanding of his country's peasantry and the exquisite art with which he has portrayed their way of life and their relationship with Nature
194,1939,1939-11-09,Physics,148822,4789363,"for the invention and development of the cyclotron and for results obtained with it, especially with regard to artificial radioactive elements"
195,1939,1939-10-26,Physiology or Medicine,148822,4789363,for the discovery of the antibacterial effects of prontosil
211,1943,1944-11-09,Chemistry,123691,2855649,for his work on the use of isotopes as tracers in the study of chemical processes
214,1943,1944-11-09,Physics,123691,2855649,for his contribution to the development of the molecular ray method and his discovery of the magnetic moment of the proton
215,1943,1944-10-26,Physiology or Medicine,123691,2855649,for his discovery of the chemical nature of vitamin K
216,1944,1945-11-15,Chemistry,121841,2843849,for his discovery of the fission of heavy nuclei
217,1944,1944-11-09,Literature,121841,2843849,"for the rare strength and fertility of his poetic imagination with which is combined an intellectual curiosity of wide scope and a bold, freshly creative style"
218,1944,1945-11-12,Peace,121841,2843849,for the great work it has performed during the war on behalf of humanity
219,1944,1944-11-09,Physics,121841,2843849,for his resonance method for recording the magnetic properties of atomic nuclei
220,1944,1944-10-26,Physiology or Medicine,121841,2843849,for their discoveries relating to the highly differentiated functions of single nerve fibres
221,1945,1945-11-15,Chemistry,121333,2831992,"for his research and inventions in agricultural and nutrition chemistry, especially for his fodder preservation method"
222,1945,1945-11-15,Literature,121333,2831992,"for her lyric poetry which, inspired by powerful emotions, has made her name a symbol of the idealistic aspirations of the entire Latin American world"
223,1945,1945-11-12,Peace,121333,2831992,for his indefatigable work for international understanding and his pivotal role in establishing the United Nations
224,1945,1945-11-15,Physics,121333,2831992,"for the discovery of the Exclusion Principle, also called the Pauli Principle"
225,1945,1945-10-25,Physiology or Medicine,121333,2831992,for the discovery of penicillin and its curative effect in various infectious diseases
226,1946,1946-11-14,Chemistry,121524,2836450,for his discovery that enzymes can be crystallized
227,1946,1946-11-14,Literature,121524,2836450,"for his inspired writings which, while growing in boldness and penetration, exemplify the classical humanitarian ideals and high qualities of style"
228,1946,1946-11-14,Peace,121524,2836450,for her lifelong work for the cause of peace
229,1946,1946-11-14,Physics,121524,2836450,"for the invention of an apparatus to produce extremely high pressures, and for the discoveries he made therewith in the field of high pressure physics"
230,1946,1946-10-31,Physiology or Medicine,121524,2836450,for the discovery of the production of mutations by means of X-ray irradiation
231,1947,1947-11-13,Chemistry,146115,3301577,"for his investigations on plant products of biological importance, especially the alkaloids"
232,1947,1947-11-13,Literature,146115,3301577,"for his comprehensive and artistically significant writings, in which human problems and conditions have been presented with a fearless love of truth and keen psychological insight"
233,1947,1947-10-30,Peace,146115,3301577,"for their pioneering work in the international peace movement and compassionate effort to relieve human suffering, thereby promoting the fraternity between nations"
234,1947,1947-11-13,Physics,146115,3301577,for his investigations of the physics of the upper atmosphere especially for the discovery of the so-called Appleton layer
235,1947,1947-10-23,Physiology or Medicine,146115,3301577,for his discovery of the part played by the hormone of the anterior pituitary lobe in the metabolism of sugar
236,1948,1948-11-04,Chemistry,159773,3462835,"for his research on electrophoresis and adsorption analysis, especially for his discoveries concerning the complex nature of the serum proteins"
237,1948,1948-11-04,Literature,159773,3462835,"for his outstanding, pioneer contribution to present-day poetry"
239,1948,1948-11-04,Physics,159773,3462835,"for his development of the Wilson cloud chamber method, and his discoveries therewith in the fields of nuclear physics and cosmic radiation"
240,1948,1948-10-28,Physiology or Medicine,159773,3462835,for his discovery of the high efficiency of DDT as a contact poison against several arthropods
241,1949,1949-11-03,Chemistry,156290,3319600,"for his contributions in the field of chemical thermodynamics, particularly concerning the behaviour of substances at extremely low temperatures"
242,1949,1950-11-10,Literature,156290,3319600,for his powerful and artistically unique contribution to the modern American novel
243,1949,1949-10-12,Peace,156290,3319600,"for his lifelong effort to conquer hunger and want, thereby helping to remove a major cause of military conflict and war"
244,1949,1949-11-03,Physics,156290,3319600,for his prediction of the existence of mesons on the basis of theoretical work on nuclear forces
245,1949,1949-10-27,Physiology or Medicine,156290,3319600,for his discovery of the therapeutic value of leucotomy in certain psychoses
246,1950,1950-11-10,Chemistry,164304,3455264,for their discovery and development of the diene synthesis
247,1950,1950-11-10,Literature,164304,3455264,in recognition of his varied and significant writings in which he champions humanitarian ideals and freedom of thought
248,1950,1950-09-22,Peace,164304,3455264,for his work as mediator in Palestine in 1948-1949
249,1950,1950-11-10,Physics,164304,3455264,for his development of the photographic method of studying nuclear processes and his discoveries regarding mesons made with this method
